sec, nanosec, acc_x, acc_y, angular_z
10,53000000,-0.05820846909705643,-0.004855967659927839,0.0002121046955839247
10,58000000,-0.06722580216241243,0.021331920952605606,-0.000515464030764791
10,63000000,-0.06879294103764022,0.009585140490570517,-0.0001360760810855386
10,68000000,-0.03631808409263508,0.0033094453985251515,-0.0001050128553204851
10,73000000,-0.07513876780328353,0.018819449064827885,-8.277790979957426e-0
10,78000000,-0.032589765072600266,-0.0227081407015732,-0.0002429476364463950
10,83000000,-0.06600950254656282,-0.027013896543167513,0.000125150531545214
10,88000000,-0.04071174468999898,0.017474449683217607,4.585138344936343e-0
10,93000000,-0.04686399836213591,0.006486813652204319,-0.0002336761700130332
10,98000000,-0.045051876598551345,-0.01645174154288754,8.340162135063972e-0
10,103000000,-0.03866569638185084,-0.010199094795114027,-2.0682380042164688e-0
10,108000000,-0.04178691301377531,0.009258799396936152,-0.0001796043412968184
10,113000000,-0.05646085327692545,0.005369933058642522,3.791791387176388e-0
10,118000000,-0.04951298051498961,0.014976854177378937,-0.0003712989818422626
10,125000000,-0.03865129968950841,0.00033795272723739225,-0.0001112551451572106
10,130000000,-0.04737468460802612,0.008469730921090405,-0.0001141965331637932
10,135000000,6.725160807467293,-0.0045731812007556655,0.0002321876613765566
10,140000000,-0.08238440035814115,-0.012760315823199865,0.000327758427722469
10,145000000,-0.09536363876068449,-0.011553511268997443,-2.769721167529716e-0
10,150000000,0.010199122296585768,0.02093250989576254,-5.9758892014250726e-0
10,155000000,-0.2047792593764644,-0.015519218858069544,1.804357606771585e-0
10,160000000,-0.0788947015841551,0.0013635275727482599,-3.9577115608934295e-0
10,165000000,0.08151113182333879,0.011893400504812501,-0.0001650361152344891
10,170000000,6.829304215600319,0.0009776497701599002,-1.4697130456307424e-0
10,175000000,-0.14710229548483078,0.0040309226419269345,0.0002430129801932051
10,180000000,-0.10446964260507008,-0.017050950457877054,-0.000343900161020378
10,185000000,-0.05068314807634608,-0.0157176904486345,-0.000478707483276004
10,190000000,-0.09413500264159735,-0.015357639244050552,-0.000326704586942078
10,195000000,-0.020366057101918057,-0.00957636626300798,-0.000141317017115382
10,200000000,-0.0561156132891854,-0.008630391136985938,-5.996169892096538e-0
10,205000000,6.950066914592736,-0.01479538295519988,0.0002666917415615157
10,210000000,-0.1764943905393578,-0.0033286273208695165,0.0001182734316946623
10,215000000,-0.07304080815995773,0.011024305014480195,-0.0001679078059130215
10,220000000,-0.09407644423725696,-0.0022511980640434774,-0.000329212484811281
10,225000000,-0.039692819918652054,-0.012348583606357391,0.000112767356999953
10,230000000,-0.052937185020397196,-0.028175971216978637,4.57015292998784e-0
10,235000000,-0.01897002843608033,-0.0016213367729679543,-0.000395540174322376
10,240000000,6.9257000850351735,-0.046760843666801784,-2.3338630009769013e-0
10,245000000,-0.1538266906109908,-0.007148482434530305,5.7456905937318625e-0
10,250000000,-0.08659805815240225,0.020902765149831193,-9.402288203431627e-0
10,256000000,-0.03477648573120733,0.0010169626909547155,0.000339791146519460
10,261000000,-0.052529607751714454,-0.006487796948167111,0.0001590873519624143
10,266000000,-0.05836386654197413,0.01838146605634552,0.000312774254750826
10,271000000,6.740440496262016,0.001759539780258741,0.0002111714128842619
10,276000000,0.2264320821253859,0.010948224294367793,0.000256606598879602
10,281000000,-0.13003001910045683,-0.003819441957373531,-0.00030397115313052
10,286000000,-0.05735383672129782,0.000807972888888195,-0.0001970983694824367
10,291000000,-0.027814633103813505,0.013754493350861156,0.0001363430798029181
10,296000000,-0.05454852222564142,-0.005445888552408815,-2.0380798035065356e-0
10,301000000,-0.009637500791712363,-0.0026473695406466,-4.3364417817766e-0
10,306000000,8.701592722443413,0.014937329373687337,0.000244066610024129
10,311000000,-0.14955930129209002,-0.013051691538648063,0.0001383926076274434
10,316000000,-0.07201200167326909,0.02576218749602449,-3.998116541470398e-0
10,321000000,-0.07319263591278555,0.007076181301730129,0.0001967592295062354
10,326000000,-0.03202187455650475,0.026763162703599533,0.000261819684451813
10,331000000,-0.05740494098056338,-0.0006540182139689125,2.961370161190589e-0
10,336000000,-0.02882666147534621,-0.0077947635816557085,-7.798653166561971e-0
10,341000000,6.936526819439539,0.002186857900264267,-0.0001738754741178291
10,346000000,-0.15736906885363916,0.00889340102369086,-0.000140014703350693
10,351000000,-0.06878430968819543,-0.01704190312892149,-0.000397640412525285
10,356000000,-0.03528592869286038,-0.0091318006637637,-0.0002806601300665611
10,361000000,-0.0593814511705157,-0.004805750696725675,-7.143276627290645e-0
10,366000000,-0.0568503788727967,0.03123954085717382,6.233333504997732e-0
10,371000000,-0.045221794347507144,0.021564341831167767,0.0002973092559733951
10,376000000,2.3811042046295765,0.01450854040726303,-0.0001663179136879412
10,381000000,-0.08885262687365018,-0.0022520829766962255,9.778336586967971e-0
10,386000000,-0.016217313944140204,-0.027851500586725166,8.297393824217343e-0
10,391000000,-0.055443141794693146,-0.021083171277451268,0.0001290658727596925
10,396000000,-0.0437041951586147,0.018852120334455498,-4.028986377125406e-0
10,401000000,-0.030701684529492665,-0.001981894761023669,-1.7433914042883283e-0
10,406000000,-0.043866707549786665,-0.00475990538902452,5.119579378732323e-0
10,411000000,-0.02011938414200775,-0.010604723439349185,2.562771625264138e-0
10,416000000,-0.032900286255081075,0.03619885141875682,1.3082934294875311e-0
10,421000000,-0.017538163130319726,0.028516862913791758,5.416631448915453e-0
10,426000000,-0.03355649038325464,0.009758569604771996,0.000502883473056458
10,431000000,-0.0436416239882655,-0.003522326711897424,-0.0001328557622892815
10,436000000,-0.0012929944584428449,-0.0035816557305358068,0.000332430563414556
10,441000000,-0.04410744840125505,0.014970109904900053,0.000365538887080667
10,446000000,-0.057753370931303186,0.009574118963693383,0.000258840893852731
10,451000000,-0.016128984383999304,-0.013050518202643895,-7.371262818903965e-0
10,456000000,-0.01034890270054489,0.00183613924535959,0.0001144028027914585
10,461000000,-0.0427764516974789,-0.0006629865411147453,0.0001302225765301173
10,466000000,-0.04816405997946566,0.0016018574011235497,0.0001370072479909481
10,471000000,-0.005250228674627877,-0.003930175560746986,-0.0001654864146979589
10,476000000,0.0006722777919971751,0.011427610638995896,-0.000141219054319630
10,481000000,-0.013508601700600047,-0.002823597718481642,4.072705265402342e-0
10,486000000,-0.041406750099632794,-0.006664377980336114,0.0003687865411315474
10,491000000,-0.013468907580333835,-0.0225684466504782,0.0001458329591585845
10,496000000,-0.010483080773500068,0.02553017500979409,-0.0001320910435932352
10,501000000,-0.04062769408037041,-0.002713463863036976,-9.55969020629554e-0
10,506000000,-0.02862823139228249,-0.006805198008874637,9.272177680826835e-0
10,511000000,-0.010628039658358327,-0.009541017933438293,7.982188145163455e-0
10,516000000,-0.0306193881990452,0.003380510189132674,0.0001822112244656229
10,521000000,0.001570351671878599,-0.0003957292351701875,-0.0002620834129963828
10,526000000,-0.05887635324146641,0.02240401561584999,6.725693591265865e-0
10,531000000,-0.02400316780129634,0.009401440443556133,0.00026081845218433
10,536000000,-0.024968462604366748,0.02950340120314151,0.000336090057242715
