acc_x, acc_y, angular_z, sec, nanosec, 
-0.03351759108739229,-0.002488643323203985,0.0001959109616629327,45,143000000,
-0.06782156624995446,0.0109493703853055,-0.00022828115972841535,45,148000000,
-0.028757247827010283,-0.009811984966079584,-0.0002522105713985194,45,153000000,
-0.025200600925712205,0.006205846922857304,0.00033420764182795287,45,158000000,
-0.07640038209152535,-0.018032583558831878,-6.426321818834093e-06,45,163000000,
-0.049399562481577404,0.0016680269800716267,-6.937331655701071e-05,45,168000000,
-0.0633757429501347,0.020931075937467063,0.00041811293601821216,45,173000000,
-0.03594403679720354,0.010380426451534721,-0.00013169728551906253,45,178000000,
-0.07094793688062913,-0.005774085735846991,0.00015932923503383638,45,183000000,
-0.058982294887648855,0.026403265471321158,-4.84187478158348e-05,45,188000000,
-0.03655919668640481,-0.016625400974637064,-0.00013530285991034328,45,193000000,
-0.05048525745224978,-0.007409121242396261,0.0002957092448897143,45,198000000,
-0.05413013781850896,-0.031032512452222175,-0.00026368229053980885,45,203000000,
-0.049897113751740885,0.015139151205947428,-4.883902518716693e-05,45,208000000,
-0.02144381048203898,0.014864792182606792,-0.00021720089887716754,45,213000000,
-0.07105227775728762,0.007313685571586367,3.149988217405809e-05,45,218000000,
-0.06165148431818201,-0.004942631077742973,-0.00034512799620459693,45,223000000,
-0.061223638279676994,0.01163954983675651,1.603641607039766e-05,45,228000000,
-0.055013387219337025,0.0041591205753100016,0.00041306965820318,45,233000000,
-0.06291376598279644,-0.012237723244498455,0.0002684522951791213,45,238000000,
-0.06752502891774505,-0.011275709633544155,-7.942451945722233e-06,45,243000000,
-0.06127206281229625,-0.0013046397898867953,0.00022712351752165644,45,248000000,
-0.0649815470323472,-0.03708176250565673,-0.00018176368422410688,45,253000000,
6.821620030469006,-0.004484676970924065,0.000172073388092354,45,258000000,
-0.05040815966680172,-0.027270319117693807,0.00020061010781546643,45,263000000,
-0.2713135392719,-0.011767392653097498,-4.248107799397291e-05,45,268000000,
-0.04899360620107123,0.011607692014847364,-1.0140328026687337e-05,45,273000000,
0.012856059696181466,-0.025817464783150657,-0.0001945551842129264,45,278000000,
-0.20916172714893339,-0.018244807582721366,-0.0001317579182859035,45,283000000,
-0.02803966168321802,-0.013497772966392589,9.765617061037624e-05,45,288000000,
8.775885961319899,0.019200834177711158,5.896215399986879e-05,45,293000000,
-0.23897360996726302,0.015326320824481734,-0.0002509586237702891,45,298000000,
-0.10840681065644776,-0.010177983663065526,-0.000374226657688348,45,303000000,
-0.08243175275904603,0.01254902540034468,-0.00012099330583330318,45,308000000,
-0.060153000492599314,-0.014023137377519743,8.82221996946489e-05,45,313000000,
-0.06787485250532298,0.012134676539696831,-4.591112433561917e-05,45,318000000,
-0.06825971924362498,-0.022339914864990252,-0.0002715771819545597,45,323000000,
6.909095015429083,-0.012670729383699935,2.4766995115962715e-05,45,328000000,
-0.1411899534129021,0.013418474849843133,-0.00027040580113831366,45,333000000,
-0.12733752862412845,-0.0006844009704693012,-0.0002662413187920285,45,338000000,
-0.08027698995866894,0.03443380800889964,0.00041676375839380246,45,343000000,
-0.03994229453366493,0.01452757503840408,-3.9803577364598214e-05,45,348000000,
-0.059531438883713365,0.038018738525052324,-9.71831739751034e-05,45,353000000,
5.617416191743936,-0.015169695865438766,-0.00015044853018093634,45,358000000,
1.2281966182556365,0.0008890105351233211,-3.504273358852899e-05,45,363000000,
-0.14826071762745063,0.027421644905116616,-0.00023759241046470794,45,368000000,
-0.058098565959895945,-0.006599531789027381,8.656208366141046e-05,45,373000000,
-0.04947465337226537,0.04193455097138571,0.00021465611305749877,45,378000000,
-0.06323689812614111,0.015953594443315382,0.00015455330062654193,45,383000000,
-0.06638679738230277,0.007160955190203191,-0.00033059201942879814,45,388000000,
6.736450238056084,-0.003741097000854641,-6.480375184996877e-05,45,393000000,
0.04024071539515167,-0.01424771395097271,0.00021661205714343834,45,398000000,
-0.11066369465168979,0.007194776277726846,2.6787784784349396e-05,45,403000000,
-0.09684350835781859,0.019319362323562954,-0.00011814656582416706,45,408000000,
-0.04286965880436279,-0.003910385348861884,-0.0003128133816699752,45,413000000,
-0.033421091227351936,0.003360982254444038,0.00016376009684530382,45,418000000,
-0.03747906815165398,0.007826301985115735,0.0005024193148308753,45,423000000,
6.954221192544804,-0.011158059536118392,-0.0003044878189981474,45,428000000,
-0.1784512137789707,0.0038825777371310315,0.00020368060633149868,45,433000000,
-0.1121649447858702,-0.017308342565007965,0.00020333866862961086,45,438000000,
-0.0643373026652378,0.022788806312327967,7.21345274857646e-06,45,443000000,
-0.03625396419113656,0.012318150176774402,0.0002595421460569554,45,448000000,
-0.06438393901712322,-0.013529211555596946,0.00018047075023359225,45,453000000,
-0.050222329038641454,0.013529566303489865,-0.00013786178920568995,45,458000000,
6.934510376815176,-0.009913882938734155,-5.8568836256371536e-05,45,463000000,
-0.13464372958365844,0.003600119455835704,0.00017490966017168712,45,468000000,
-0.0886598313669581,-0.024940502920772607,-7.266164136084312e-05,45,473000000,
-0.06495319033593344,0.0219492689260773,7.290914641822289e-05,45,478000000,
-0.01365729230657865,-0.007771801307339524,-7.558824181889769e-05,45,483000000,
-0.04958215580080982,-0.021644144386047608,-7.03949653446284e-05,45,488000000,
-0.0359396556993179,-0.004501166837264005,-0.00010547043186947974,45,493000000,
2.4019769804432833,0.005653351608319205,-0.00024326834972206624,45,498000000,
-0.07707821128362598,-0.006850817824411636,0.00023353333618941196,45,503000000,
-0.08404901484420695,0.0007126621708139799,0.00030558828172025994,45,508000000,
-0.029854104460599516,0.03318813824495049,-0.0003033747142756785,45,513000000,
-0.03263002625145283,0.012573688708949435,-2.4456858598994085e-05,45,518000000,
-0.046886828725501005,0.002846085192055857,0.0002222889732193428,45,523000000,
-0.024758709938916025,-0.01992741623426261,0.00015022267679713256,45,528000000,
-0.027229711102690575,0.009213346652501465,-6.764712641534678e-05,45,533000000,
