x, y, theta, stamp, 
1.7653361445039168, 0.3963997031667417, 0.0028930640355424382, 43756000000, 
1.7712941781494782, 0.39641601173257607, 0.0026406597500761796, 43824000000, 
1.7771756963757024, 0.3964306206088892, 0.002412000104742098, 43892000000, 
1.7830202651972629, 0.39644387811981, 0.0021901578810721634, 43960000000, 
1.7888278582275585, 0.396455869097431, 0.002004673062122023, 44028000000, 
1.7945527835026631, 0.3964666165756953, 0.0018278632885251334, 44096000000, 
1.803077584688779, 0.39648091032502897, 0.0015930382178222689, 44198000000, 
1.8087014915358497, 0.39648931374683555, 0.0014601862501152565, 44266000000, 
1.8170622259083935, 0.3965004647530616, 0.0012764987996077533, 44368000000, 
1.8225805208597199, 0.3965070320176193, 0.001166123885322807, 44436000000, 
1.830797910077056, 0.39651576934585514, 0.001017898263204077, 44538000000, 
1.836218144985047, 0.39652089273553587, 0.0009306572497604198, 44606000000, 
1.8442924805546852, 0.3965277219625837, 0.0008112605538084103, 44708000000, 
1.8522687393977415, 0.39653359497551555, 0.0007095745624568622, 44810000000, 
1.8575631390908376, 0.39653707642513, 0.0006466886859369628, 44878000000, 
1.8628077217878831, 0.39654022094605995, 0.0005911794766165357, 44946000000, 
1.8706426595995171, 0.3965444011933404, 0.0005124536305928195, 45048000000, 
1.8758094564185908, 0.3965468550664081, 0.00046859962654877374, 45116000000, 
1.8809545079148464, 0.3965490828918384, 0.0004256441912428105, 45184000000, 
1.8860639557620729, 0.3965511006683019, 0.0003900271413600423, 45252000000, 
1.8911461984807953, 0.3965529360432002, 0.00035572901348174555, 45320000000, 
