x, y, theta, stamp, 
5.5024057958012366e-05, -9.8951010665241e-07, 6.62849303227168e-07, 34474000000, 
5.5908342371135193e-05, -9.887268632208421e-07, 6.724551088950273e-07, 34508000000, 
0.0012116532973890548, -9.921738618748035e-07, 1.8894206265840016e-06, 34542000000, 
0.0035228636580156457, -9.978193588365589e-07, 2.390880341383531e-06, 34576000000, 
0.006989481952763222, -1.006579424863882e-06, 1.906447278671975e-06, 34610000000, 
0.011611529264326636, -1.0175732368837896e-06, 2.054580947732758e-06, 34644000000, 
0.017389040486981883, -1.028561743084968e-06, 2.4623150840655576e-06, 34678000000, 
0.024322019064872503, -1.0417079548680004e-06, 2.4582676202159656e-06, 34712000000, 
0.04153755726828585, 1.1790143784017167e-06, 0.0007782760136696362, 34780000000, 
0.0719596451527272, 0.0005326153849932423, 0.045278258418411176, 34882000000, 
0.10337667108548339, 0.0028378396957680534, 0.10134401665149, 34984000000, 
0.12422533051670737, 0.005370273378866024, 0.13994300621913658, 35052000000, 
0.15528560222668775, 0.01064395200258357, 0.19709881980356073, 35154000000, 
0.18600352817015717, 0.01767576845579356, 0.2519088593093211, 35256000000, 
0.21637959287516254, 0.026161878461753062, 0.2950415804012228, 35358000000, 
0.24639375964297808, 0.03589623528634854, 0.3325623867485182, 35460000000, 
0.2760139581814486, 0.04677248967170781, 0.37145812593185, 35562000000, 
0.3053560185489519, 0.058488453198086744, 0.39065705306174975, 35664000000, 
0.32478289843036745, 0.06663462973425749, 0.40295517554068955, 35732000000, 
0.353759465469896, 0.07925313944007355, 0.4190887852721871, 35834000000, 
0.3825578189227731, 0.09228065603074165, 0.43023506250684795, 35936000000, 
0.41130394826127176, 0.10544466809196829, 0.4308916594449078, 36038000000, 
0.4400295405199778, 0.11863761841138538, 0.4303188079426967, 36140000000, 
0.468759044508574, 0.13182058333118954, 0.42923250504838745, 36242000000, 
0.48793162853807814, 0.14058234631844432, 0.42678418116584027, 36310000000, 
0.5168161779761882, 0.15348850892872928, 0.4150928097557123, 36412000000, 
0.5458371727651248, 0.16609066179116302, 0.40396613626293293, 36514000000, 
0.5748893467507374, 0.1783397141955467, 0.3933468738046945, 36616000000, 
0.6036289360222773, 0.19010111380872305, 0.383010009044714, 36718000000, 
0.6320175540599132, 0.20138276089216964, 0.3733166688947082, 36820000000, 
0.6599765014168342, 0.21219583138338804, 0.36452169267122664, 36922000000, 
0.6783649186375541, 0.21916008744201793, 0.35900101051398353, 36990000000, 
0.7055625179506186, 0.22926105377924155, 0.3516539433764204, 37092000000, 
0.7332246190051592, 0.23932703282930035, 0.3493857144221391, 37194000000, 
0.7597361422369084, 0.24904558079619332, 0.3406615334487988, 37296000000, 
0.7855235914650079, 0.2580739239198271, 0.3304002843727599, 37398000000, 
0.8109892870541283, 0.26662297517042244, 0.31817473333241053, 37500000000, 
0.827747115991203, 0.2720602402175231, 0.3092300992401219, 37568000000, 
0.852545595560662, 0.279830989227691, 0.2973187288447998, 37670000000, 
0.8769469001941645, 0.2871659763844323, 0.2861699140202774, 37772000000, 
0.9009554579217458, 0.2941000381002504, 0.2758330362578499, 37874000000, 
0.9246229240346217, 0.30068320165812745, 0.2664569747250589, 37976000000, 
0.9478474062372104, 0.30692067247822824, 0.2583145749099483, 38078000000, 
0.9706737141726659, 0.31286079954189383, 0.25096011633457344, 38180000000, 
0.9871820971092425, 0.31704379375434977, 0.24339252294440272, 38248000000, 
1.009811855261836, 0.32237721312385736, 0.22507924398092183, 38350000000, 
1.0316892260844581, 0.3272216674247386, 0.21046716357394527, 38452000000, 
1.0532077414616279, 0.3316899260792177, 0.19785513248897207, 38554000000, 
1.074304479964187, 0.3357971107638669, 0.18629228019472618, 38656000000, 
1.095071183791956, 0.33959292674313335, 0.17567263866471747, 38758000000, 
1.1087110668442883, 0.3419673841304028, 0.168962509946216, 38826000000, 
1.128865109286731, 0.3453181077556716, 0.16032259467399868, 38928000000, 
1.1486558335176411, 0.34844208162359264, 0.15267429901949794, 39030000000, 
1.1680868586171937, 0.35136552445403874, 0.14592580600046393, 39132000000, 
1.1871185507811481, 0.35410678415289215, 0.14024421695255504, 39234000000, 
1.19963769260102, 0.35585036591317704, 0.13660732438295728, 39302000000, 
1.2181230218706167, 0.35834706481809603, 0.13187685824987772, 39404000000, 
1.2362623362519074, 0.36071541873513774, 0.12777715414563262, 39506000000, 
1.2540617077408607, 0.3629694263844808, 0.12419944950535952, 39608000000, 
1.2657050018133897, 0.36441023793754784, 0.12217458397701694, 39676000000, 
1.2772761944851803, 0.36581876776677413, 0.12018228597635505, 39744000000, 
1.2943065279319805, 0.3678516480198318, 0.1176072605152803, 39846000000, 
1.3110175345068997, 0.36980500301019104, 0.11534273613890159, 39948000000, 
1.3219493657537693, 0.37106278790831565, 0.11397919262686756, 40016000000, 
1.3382121900205477, 0.3729077850827354, 0.11211183861545299, 40118000000, 
1.3488740493368356, 0.3741014741487012, 0.1110294001735406, 40186000000, 
1.3645701963273447, 0.37583863149046126, 0.10959934154731375, 40288000000, 
1.3748410729412652, 0.3769634046770313, 0.10874588049895359, 40356000000, 
1.3850494025726867, 0.37807304258561025, 0.10793078076749595, 40424000000, 
1.4000805538807841, 0.37969261844563773, 0.10691336559102842, 40526000000, 
1.4099172735385128, 0.38074454756650006, 0.10630714772818287, 40594000000, 
1.4196650200201966, 0.38178118597267385, 0.1057290084501202, 40662000000, 
1.434036869122671, 0.3833001600441667, 0.10500799519543867, 40764000000, 
1.4435223963136776, 0.38429707282077047, 0.10454563127959404, 40832000000, 
1.4528666370276682, 0.38527508398432525, 0.10414307788518304, 40900000000, 
1.4666598235022856, 0.38669501230761977, 0.0980766160170511, 41002000000, 
1.4757202651822008, 0.3875590711696632, 0.09280731504987692, 41070000000, 
1.4891626765691568, 0.3887498384653341, 0.0838663774214403, 41172000000, 
1.4979726998427556, 0.3894669892241068, 0.07828081649402864, 41240000000, 
1.5066854740252094, 0.3901255174908837, 0.0726139203193333, 41308000000, 
1.5196118018053337, 0.39101258232517516, 0.06442069796942747, 41410000000, 
1.5280853789647444, 0.39153826190604096, 0.05937549266310488, 41478000000, 
1.536489315339729, 0.3920174964067225, 0.0544529718572222, 41546000000, 
1.5488951776910231, 0.3926545170657811, 0.048001813889915784, 41648000000, 
1.5570898708295424, 0.3930317411991315, 0.04384150032412512, 41716000000, 
1.5651703040219924, 0.39337166326678685, 0.040104120818964216, 41784000000, 
1.5770997273820528, 0.393821697391589, 0.03517792354456815, 41886000000, 
1.584934986038735, 0.39408629170470105, 0.032218439124448314, 41954000000, 
1.592705957256463, 0.3943261481887931, 0.029333905699101794, 42022000000, 
1.6041795041759637, 0.39464290268177343, 0.025717427772133223, 42124000000, 
1.6154850461705372, 0.39491594162029464, 0.02246523349575562, 42226000000, 
1.6228994130206054, 0.39507549150792143, 0.020528960469081953, 42294000000, 
1.6302336330822453, 0.39522007046709423, 0.01876672135370904, 42362000000, 
1.6411561416467901, 0.3954118107290531, 0.01630153150469298, 42464000000, 
1.6482957382968455, 0.39552338336926873, 0.014893370334609513, 42532000000, 
1.6553789959563332, 0.39562436656220606, 0.013537499466719236, 42600000000, 
1.6623689519145985, 0.39571527437745985, 0.012407528488497339, 42668000000, 
1.672727047276554, 0.3958356589862525, 0.010830733833965038, 42770000000, 
1.6795554525658323, 0.3959063379082488, 0.009836297764388728, 42838000000, 
1.6862962921728109, 0.39596997365438213, 0.009021655932127457, 42906000000, 
1.6962885377014183, 0.3960542612582807, 0.007881053918496415, 43008000000, 
1.7028616220196795, 0.3961037947389846, 0.00719871914497034, 43076000000, 
1.7126245232635158, 0.3961692841591866, 0.00627401010622075, 43178000000, 
1.7190381576611302, 0.39620770316288506, 0.0057354224139894855, 43246000000, 
1.7253904022714723, 0.3962424477873143, 0.0052469263882552065, 43314000000, 
1.7316979014870242, 0.39627387744021947, 0.0047689045236142084, 43382000000, 
1.741033672542416, 0.3963154155180356, 0.0041766073824255024, 43484000000, 
1.7502552721738516, 0.3963510867872038, 0.0036415638232357404, 43586000000, 
1.7593517657935567, 0.39638177960242305, 0.003172302748151174, 43688000000, 
1.7623571366529753, 0.39639099625570134, 0.003023055650241088, 43722000000, 
