acc_x, acc_y, angular_z, stamp, 
-0.027630272850723888,0.006324316173524144,9.542394873927182e-07,builtin_interfaces.msg.Time(sec=2, nanosec=467000000),
-0.029653051063190775,-0.01709627037228253,0.00016087776523358364,builtin_interfaces.msg.Time(sec=2, nanosec=472000000),
-0.051518248006532555,0.02489716541556234,0.0006178954796100918,builtin_interfaces.msg.Time(sec=2, nanosec=477000000),
-0.05717210280005827,0.0053323495327756,-1.3723321342092994e-05,builtin_interfaces.msg.Time(sec=2, nanosec=482000000),
-0.018139378345018314,0.027254431213699016,6.669269594936288e-05,builtin_interfaces.msg.Time(sec=2, nanosec=487000000),
-0.027909143472871305,0.017603866522261244,9.596284288244993e-05,builtin_interfaces.msg.Time(sec=2, nanosec=492000000),
-0.020105199144870488,-0.013207525273924832,-9.624954728360692e-05,builtin_interfaces.msg.Time(sec=2, nanosec=497000000),
-0.05809155008373517,0.0002626178789674348,0.00040898448767341173,builtin_interfaces.msg.Time(sec=2, nanosec=502000000),
-0.052338512395638186,0.024913133269724833,-0.00030287807576380064,builtin_interfaces.msg.Time(sec=2, nanosec=507000000),
-0.044906225888282,0.015155064801895933,-0.00017088304408428913,builtin_interfaces.msg.Time(sec=2, nanosec=512000000),
-0.0818152530391166,0.00934423044922742,-8.751350022311418e-06,builtin_interfaces.msg.Time(sec=2, nanosec=517000000),
-0.019242328008597306,-0.00479775760826582,-0.00011635784088122191,builtin_interfaces.msg.Time(sec=2, nanosec=522000000),
-0.04019856876392325,-0.030781538024371113,-8.61603003780564e-06,builtin_interfaces.msg.Time(sec=2, nanosec=527000000),
-0.05608612815321401,-0.01614853456367347,-0.00010468265175646687,builtin_interfaces.msg.Time(sec=2, nanosec=532000000),
-0.034267837098790874,0.0013575978070428753,0.00021634646380971271,builtin_interfaces.msg.Time(sec=2, nanosec=537000000),
-0.032569184526758804,-0.0027024279719954558,0.0001581159778852754,builtin_interfaces.msg.Time(sec=2, nanosec=542000000),
-0.03778064527821255,0.021589829763221956,-0.00010101246033900344,builtin_interfaces.msg.Time(sec=2, nanosec=547000000),
-0.03297050871037435,0.004060620218670674,0.00011550358628015972,builtin_interfaces.msg.Time(sec=2, nanosec=552000000),
-0.02898533769522509,-0.014227394094442425,-0.0002478076804042044,builtin_interfaces.msg.Time(sec=2, nanosec=557000000),
-0.0675028495694549,-0.004026092422083282,-0.00021204550354106302,builtin_interfaces.msg.Time(sec=2, nanosec=562000000),
-0.005330495626396717,-0.028627678383232116,9.337934768876173e-05,builtin_interfaces.msg.Time(sec=2, nanosec=567000000),
6.855793951269909,-9.140736302285391e-05,-6.692534119951402e-05,builtin_interfaces.msg.Time(sec=2, nanosec=572000000),
-0.1380449287055515,0.002675941160273045,0.0002840784169698437,builtin_interfaces.msg.Time(sec=2, nanosec=577000000),
-0.09333865670838569,-0.002442177699850088,9.860692677184007e-05,builtin_interfaces.msg.Time(sec=2, nanosec=582000000),
-0.07326848153255776,0.012828336747278901,0.00014987944560976318,builtin_interfaces.msg.Time(sec=2, nanosec=587000000),
-0.009846045417480784,-0.027300396505232888,-0.0003589220840407143,builtin_interfaces.msg.Time(sec=2, nanosec=592000000),
-0.06024960781461806,0.004332063906441885,-0.0004087056558346003,builtin_interfaces.msg.Time(sec=2, nanosec=597000000),
-0.006822842271759409,0.022951439378404746,-0.00012310768956816308,builtin_interfaces.msg.Time(sec=2, nanosec=602000000),
6.937781031903986,0.029884255787539248,8.121147389354823e-06,builtin_interfaces.msg.Time(sec=2, nanosec=607000000),
-0.17850360790600683,0.024863720138727216,0.00015721040882320307,builtin_interfaces.msg.Time(sec=2, nanosec=612000000),
-0.08326408676653295,0.005309312641315564,-4.240722407900179e-05,builtin_interfaces.msg.Time(sec=2, nanosec=617000000),
-0.03310084537671387,-0.0023564011484128004,0.00018131797585436637,builtin_interfaces.msg.Time(sec=2, nanosec=622000000),
-0.016499475117574623,0.02578093898568834,0.00022791246516536687,builtin_interfaces.msg.Time(sec=2, nanosec=627000000),
